,pais,comentario,longitud,entropia
1156,United Kingdom,Can't you do anything original or do you have to just do what Snapchat does?,76,4.0522978244772085
1157,Singapore,Best navigation that I downloaded! Can use it in offline mode �,63,3.983443015856721
1158,Canada,I wrote regarding an issue and the response that came was a standard answer to an FAQ that did not address my specific issue. I need a phone number and contact of a live agent that I can speak to.,196,4.030500379641274
1159,Canada,Crashed repeatedly so I uninstalled now it won't let me reinstall,65,3.916705944711252
1160,Hong Kong,CAnt use,8,3.0
1161,India,There is something seriously wrong with the app. The photo quality of the uploaded is very poor.\nThere is a drastic difference in the photos that get saved after uploading and the one which is on display.\nThis is not done.\nThe purpose off the app is gone.\nI would like u to look up to this issue and fix it as soon as possible.\nInstead of copying featuresfrom other   social sites it would be better to focus on your primary job.,434,4.224073631193214
1162,India,Why the package is too big?,27,3.80638229940655
1163,South Africa,Cool app,8,2.5
1164,South Africa,I honestly used to love instagram! Not so much lately. It has a promblem and does not allow me to log into my account from my device. I have tried on other people's devices and it works. My account is even verified and everything. Instagram has let me down. I actually have to use a web browser to access my account now and this doesn't have all the features like dm and etc. instagram let me down big time �,408,4.209016089799168
1165,India,this current update having connection issues. Also could not able to download videos,84,4.023877358041947
1166,Australia,"Prefer the desktop version, but this will do. It's efficient enough, can't complain. X",86,4.376721798257268
1167,United States,I wish I could rate this as -5 starts because it's so terrible that nothing is chronological. If Instagram doesn't change this back then I may stop using the app. It's annoying because I miss so many posts. This is the worst update yet. I am livid.,248,4.206359642530934
1168,South Africa,Instagram is a awesome app but I think it should not be so complicated for unfollow users on Instagram it should be simple & there should be not time limit to unfollow users,173,4.078451869162956
1169,South Africa,Esikhophasi,11,2.9139770731827523
1170,United States,Love it! Was hooked from day one!,33,3.896687968421265
1171,United Kingdom,Love this app and all the new features but unfortunately it won't let me access the face filters on my phone I've updated and it's still not working?,149,4.1743643745763395
1172,Hong Kong,"Im ios user.  After updated this app, i can only notified how many comments or likes by others, but can not show the contents and updates from it. Pls fix it asap, this is very annoying",185,4.2059106100317765
1173,Singapore,I use alot of navigation apps . This beats all and is very updated,66,3.991518447826812
1174,South Africa,Dope,4,2.0
1175,Hong Kong,Fix the bug pls,15,3.589898095464287
1176,Hong Kong,fb�,3,1.584962500721156
1177,India,One of my favourite apps.,25,3.923856189774724
1178,Australia,"Its good but would be nicer if can update cover photo and if i could turn my cell on the side and the fb app adjusts to that.\n\nAlso, the app is glitching like it use to be. I'm trying to scroll through my newsfeed and it keeps jumping up whenever I stop scrolling. Please sort it out guys. It hasn't been a problem since a few updates ago but now with the recent update its doing the same as before.",401,4.249720729957575
1179,South Africa,We hate the new version - where is my contacts list????? Bring it BACK PLEASE!!!!!!!!,85,4.348293473540794
1180,United Kingdom,Love it loads �,15,3.456564762130954
1181,Australia,"Please tell me how to turn it off or fix it if it's a bug the notifications I am getting events near me- I don't care and I'm not alone, one of the forums has at least dozens of app users getting the same issue. Please fix ASAP!!",229,4.16458606999764
1182,Australia,Every day I had a challenge to recreate and learn different styles of photography. Thanks for the creat experience.,115,4.0750752167736195
1183,Australia,"This is a tool that has really helped me with weight loss, super convenient and I love the barcode option now.",110,4.079163857157114
1184,Australia,"I could deal with editing the timeline algorithm. \nBut now my photos I've archived to post later, is gone. What the hell insta.",128,4.199321334097212
1185,Australia,Very good good product - the feedback from users about road conditions is terrific. Response from the map edit team outstanding,127,4.108767628666949
1186,Canada,I love Facebook more then I should. I can talk with anyone find pages and just have fun. I found one of my sisters on Facebook who was missing.  It honestly i love it. I wish that it'd be more updated on the iPhone but yeah:). But can you please fix the chat? I miss having the chat heads it was so much easier to talk to people with.\nChat heads were awesome and all my friends and I agree they should be brought back!,419,4.308381707581391
1187,South Africa,Good,4,1.5
1188,Hong Kong,？,1,-0.0
1189,Hong Kong,Update  ，,9,2.94770277922009
1190,Singapore,"Please fix the connectivity issues as whatsApp is essential. I tried using data and wifi but still unable to connect, Please fix it asap. Thanks",144,4.153814079108734
1191,Hong Kong,Haven't used ig for two weeksssss and u are still not fixing the problem wtf!\n\nI cant log in ig since last last thur and i tried reinstall or restart my phone for many times but still cant work\nCan u plz fix it\nI commented for many times\nDid u actually face the problem?,275,4.30099004395498
1192,Canada,"Depuis la dernière mise à jour , je n'ai plus d'icône qui me permet de voir quand j'ai reçu des messages sur messenger. Dommage car certains messages sont obsolètes quand j'en prends connaissance. Peut-on espérer que ça se règle bientôt.\nMerci",244,4.270110722078047
1193,South Africa,AWESOME!!!!!,12,2.4508257945180882
1194,Canada,When will Ontario Canada get face filters? Follow @toxic_strike,63,4.270010441333075
1195,United Kingdom,"Keeping track of what I eat used to be hard, not anymore",56,4.052130301298002
1196,India,Many bugs have now been fixed. Stability of app is very good. Just one thing that is required is some visual changes. For long the app has same graphics so please give some new graphics.....,190,4.264615121198277
1197,Australia,could use with event related road closure info.,47,3.917659128921307
1198,India,Whatsapp has to add hide features for secure chat,49,3.6835018750725412
1199,United Kingdom,Great satnav app,16,3.125
1200,Hong Kong,Update  ， ？,11,3.0271691184406193
1201,United Kingdom,Great for avoiding traffic if you just believe what it tells you.,65,4.1000970315732035
1202,Australia,So handy to know what road to take in the event of an accident.,63,3.7009951412462336
